,city,males,females,lat,lng,state,name
2025,Chandler,4,1,35.7017314,-96.8808582,OK,Oklahoma
2026,Choctaw,1,0,34.0246234,-95.52055,OK,Oklahoma
2027,Clinton,6,2,35.5156056,-98.9673069,OK,Oklahoma
2028,Coleman,1,1,34.2714809,-96.4191624,OK,Oklahoma
2029,Coweta,3,0,35.9517674,-95.650814,OK,Oklahoma
2030,Cushing,1,1,35.9850639,-96.76697,OK,Oklahoma
2031,Duncan,2,0,34.5023029,-97.9578129,OK,Oklahoma
2032,Edmond,1,0,35.6672015,-97.42937037,OK,Oklahoma
2033,Enid,3,0,36.3969501,-97.8791067,OK,Oklahoma
2034,Guthrie,1,0,35.878937,-97.4253185,OK,Oklahoma
2035,Hominy,1,0,36.4142357,-96.3952963,OK,Oklahoma
2036,Hugo,2,0,34.017889,-95.53929158,OK,Oklahoma
2037,Jay,1,0,36.4211914,-94.7968959,OK,Oklahoma
2038,Kenefic,1,0,34.148149,-96.3622146,OK,Oklahoma
2039,Langston,1,0,35.9450505,-97.2553142,OK,Oklahoma
2040,Lawton,6,2,34.6086854,-98.3903305,OK,Oklahoma
2041,McLoud,1,0,35.4358996,-97.0914163,OK,Oklahoma
2042,Midwest City,2,2,35.4741805,-97.37978958,OK,Oklahoma
2043,Moore,1,0,35.330747,-97.47688686,OK,Oklahoma
2044,Muldrow,1,0,35.4062034,-94.5988306,OK,Oklahoma
2045,Muskogee,1,1,35.7478769,-95.3696909,OK,Oklahoma
2046,Norman,2,0,35.2225717,-97.4394816,OK,Oklahoma
2047,OKlahoma City,1,0,35.4707419,-97.5198806,OK,Oklahoma
2048,Oklahoma City,46,6,35.4707419,-97.5198806,OK,Oklahoma
2049,Oklahoma city,1,0,35.4707419,-97.5198806,OK,Oklahoma
2050,Osage County,1,0,36.579681,-96.44426818,OK,Oklahoma
2051,Owasso,1,0,36.2695388,-95.8547119,OK,Oklahoma
2052,Paden,1,0,35.5078487,-96.5675136,OK,Oklahoma
2053,Panama,1,0,35.1673194,-94.6724465,OK,Oklahoma
2054,Paoli,2,0,34.8267449,-97.2591911,OK,Oklahoma
2055,Pryor,1,0,36.3084275,-95.3169136,OK,Oklahoma
2056,Sallisaw,1,0,35.4603711,-94.7874463,OK,Oklahoma
2057,Sand Springs,1,1,36.1398102,-96.1088911,OK,Oklahoma
2058,Skiatook,1,0,36.3684245,-96.0013847,OK,Oklahoma
2059,Stillwell,1,0,35.8138669,-94.6257297,OK,Oklahoma
2060,Tulsa,36,11,36.219525,-96.03404332,OK,Oklahoma
2061,Tulsa ,1,0,36.1524357,-95.9904093,OK,Oklahoma
2062,Wade,1,0,33.8889875,-96.0760915,OK,Oklahoma
2063,Warr Acres,1,0,35.527837,-97.62337852,OK,Oklahoma
2064,Yale,1,0,36.1142305,-96.6991933,OK,Oklahoma
2065,Amber,0,1,35.1603415,-97.8792104,OK,Oklahoma
2066,Elk City,0,1,35.4119944,-99.4042592,OK,Oklahoma
2067,Grove,0,1,36.5936863,-94.7691186,OK,Oklahoma
2068,Jenks,0,1,36.0228734,-95.9683278,OK,Oklahoma
2069,Logan County,0,1,35.94536195,-97.43620336,OK,Oklahoma
2070,The Village,0,1,35.5690425,-97.55743137,OK,Oklahoma
2071,Anchorage,9,0,61.218056,-149.9002806,AK,Alaska
2072,Chugiak,1,1,61.3888889,-149.4819444,AK,Alaska
2073,Cooper Landing,1,0,60.495261,-149.8478571,AK,Alaska
2074,Fairbanks,2,2,64.829002,-147.6699167,AK,Alaska
2075,Fort Richardson,1,0,61.2548733,-149.6900616,AK,Alaska
2076,Joint Base Elmendorf-Richardson,1,0,61.2207463,-149.6218062,AK,Alaska
2077,King Salmon,1,0,58.755172,-156.5192533,AK,Alaska
2078,Kodiak,1,0,57.7909145,-152.4049321,AK,Alaska
2079,Manokotak,1,0,58.9813889,-159.0583333,AK,Alaska
2080,Soldotna,2,1,60.4877675,-151.06101,AK,Alaska
2081,Sutton,1,0,61.7113889,-148.8941667,AK,Alaska
2082,Tununak,1,0,60.573457,-165.2483102,AK,Alaska
2083,Wasilla,2,1,61.5797115,-149.4647392,AK,Alaska
2084,Delta Junction,0,1,64.0619265,-145.688043,AK,Alaska
2085,Mountain Village,0,1,62.0855556,-163.7294444,AK,Alaska
2086,Sitka,0,1,57.073204,-135.3096556,AK,Alaska
2087,Anderson,10,3,40.1053196,-85.6802541,IN,Indiana
2088,Angola,1,0,41.6348464,-84.9992683,IN,Indiana
2089,Clarksville,2,1,38.2967362,-85.7599631,IN,Indiana
2090,Cowan,1,1,40.1058781,-85.388582,IN,Indiana
2091,Cromwell,1,0,41.4006036,-85.6158185,IN,Indiana
2092,East Chicago,6,1,41.6397857,-87.4548466,IN,Indiana
2093,Edinburgh,1,1,39.3542176,-85.9665577,IN,Indiana
2094,Elkhart,6,0,41.6012796,-85.8590603,IN,Indiana
2095,Elwood,1,0,40.2769834,-85.8419246,IN,Indiana
2096,English,1,0,38.3345045,-86.4641498,IN,Indiana
2097,Evansville,3,1,37.9747645,-87.5558483,IN,Indiana
2098,Fort Branch,1,0,38.2511558,-87.5811332,IN,Indiana
2099,Fort Wayne,37,2,41.0799898,-85.1386015,IN,Indiana
2100,Ft Wayne,1,0,41.0799898,-85.1386015,IN,Indiana
2101,Gary,49,2,41.5927467,-87.3467803,IN,Indiana
2102,Glen Park,1,0,41.5417032,-87.3361482,IN,Indiana
2103,Goshen,1,1,41.5815012,-85.8346529,IN,Indiana
2104,Greensburg,2,2,39.3372722,-85.483581,IN,Indiana
2105,Greenwood,6,2,39.6136578,-86.1066526,IN,Indiana
2106,Hammond,10,1,41.5833658,-87.500043,IN,Indiana
2107,Hudson Lake,1,0,41.7154271,-86.5458523,IN,Indiana
2108,Indianapolis,104,14,39.7683795,-86.1580447,IN,Indiana
2109,Jeffersonville,2,1,38.2775702,-85.7371847,IN,Indiana
2110,Johnson County,1,2,39.4901815,-86.10086832,IN,Indiana
2111,Knox,2,0,38.687009,-87.3811461,IN,Indiana
2112,Kokomo,3,1,40.4864444,-86.1336351,IN,Indiana
2113,Lafayette,7,0,40.4167022,-86.8752869,IN,Indiana
2114,Lapel,1,0,40.0683725,-85.8483132,IN,Indiana
2115,Lawrence,7,3,38.8400395,-86.4880717,IN,Indiana
2116,Marion,9,3,40.5583739,-85.6591442,IN,Indiana
2117,Markle,1,0,40.8292133,-85.3355283,IN,Indiana
2118,Merrillville,2,0,41.4828144,-87.3328139,IN,Indiana
2119,Michigan City,1,0,41.7075394,-86.8950297,IN,Indiana
2120,Milan,1,1,39.1211656,-85.1313464,IN,Indiana
2121,Modoc,1,0,40.0453238,-85.1263542,IN,Indiana
2122,Mooresville,1,0,39.6128243,-86.37416,IN,Indiana
2123,Morgan Co,1,0,39.4863813,-86.46781446,IN,Indiana
2124,New Carlisle,1,1,41.7003231,-86.5094621,IN,Indiana
2125,New Castle,4,1,39.9289351,-85.3702477,IN,Indiana
2126,Noblesville,1,1,40.0455918,-86.0085955,IN,Indiana
2127,North Vernon,1,0,39.006165,-85.6235796,IN,Indiana
2128,Parke County,1,0,39.779175,-87.19128088,IN,Indiana
2129,Perry County,1,1,38.0529355,-86.61445245,IN,Indiana
2130,Pierceton,1,0,41.2003229,-85.7055417,IN,Indiana
2131,Porter County,1,0,41.466009,-87.07492974,IN,Indiana
2132,Princeton,2,2,38.3553236,-87.5675223,IN,Indiana
2133,Rochester,21,4,41.0647645,-86.2158331,IN,Indiana
2134,Sellersburg,1,0,38.3981216,-85.754964,IN,Indiana
2135,South Bend,5,0,41.6833813,-86.2500066,IN,Indiana
2136,Southport,2,1,39.6588985,-86.11566522,IN,Indiana
2137,Speedway,1,0,39.8022653,-86.2672127,IN,Indiana
2138,Stewartsville,1,1,38.1847672,-87.8328061,IN,Indiana
2139,Sunman,1,0,39.2369971,-85.0946809,IN,Indiana
2140,Terre Haute,2,0,39.4667025,-87.4139119,IN,Indiana
2141,Vigo County,1,0,39.435072,-87.38363129,IN,Indiana
2142,Waynesville,3,1,39.1150521,-85.8916509,IN,Indiana
2143,Gas City,0,1,40.4872625,-85.6130311,IN,Indiana
2144,Porter,0,1,41.6155937,-87.0741995,IN,Indiana
2145,Winslow,0,1,38.382272,-87.2127863,IN,Indiana
2146,Annapolis,4,1,38.9786401,-76.492786,MD,Maryland
2147,Aspen Hill,1,0,39.0794975,-77.0735251,MD,Maryland
2148,Baltimore,178,22,39.2909295,-76.6097684,MD,Maryland
2149,Baltimore County,1,0,39.2846027,-76.62047203,MD,Maryland
2150,Bel Air,1,0,39.5357481,-76.3484809,MD,Maryland
2151,Berlin,1,0,38.3226154,-75.2176892,MD,Maryland
2152,Bowie,1,0,39.0067768,-76.7791365,MD,Maryland
2153,Brandywine,1,0,38.6967833,-76.8477485,MD,Maryland
2154,Calverton,1,0,39.0576091,-76.9358082,MD,Maryland
2155,Capitol Heights,3,0,38.8853963,-76.9159441,MD,Maryland
2156,College Park,6,0,38.980666,-76.9369189,MD,Maryland
2157,Delmar,1,0,38.4559497,-75.577425,MD,Maryland
2158,District Heights,2,0,38.8576128,-76.8894171,MD,Maryland
2159,Dundalk,1,1,39.2574114,-76.5236745,MD,Maryland
2160,Edgewood,2,0,39.4187194,-76.2944016,MD,Maryland
2161,Essex,1,0,39.3075143,-76.4788202,MD,Maryland
2162,Fairmount Heights,1,0,38.9009452,-76.9155291,MD,Maryland
2163,Forestville,8,0,38.8451131,-76.8749722,MD,Maryland
2164,Fort Washington,2,0,38.7073379,-77.0230314,MD,Maryland
2165,Frederick,2,0,39.414443,-77.4105783,MD,Maryland
2166,Frostburg,1,0,39.6581425,-78.928357,MD,Maryland
2167,Ft Washington,1,0,38.7073379,-77.0230314,MD,Maryland
2168,Gaithersburg,1,0,39.1434406,-77.2013705,MD,Maryland
2169,Glen Burnie,6,1,39.1626298,-76.6250756,MD,Maryland
2170,Glenarden,1,0,38.9292782,-76.8616387,MD,Maryland
2171,Grasonville,1,0,38.9581686,-76.2102288,MD,Maryland
2172,Hagerstown,2,0,39.6419219,-77.7202641,MD,Maryland
2173,Harmans,1,0,39.1573304,-76.6966356,MD,Maryland
2174,Havre de Grace,1,0,39.5489964,-76.0914718,MD,Maryland
2175,Hillcrest Heights,4,0,38.8328909,-76.9594189,MD,Maryland
2176,La Plata,1,0,38.5292877,-76.9752514,MD,Maryland
2177,Landover,2,0,38.9340002,-76.8966397,MD,Maryland
2178,Lansdowne,1,0,39.2451071,-76.660524,MD,Maryland
2179,Largo,2,0,38.8823465,-76.82862429,MD,Maryland
2180,Lewisdale,1,0,38.9734438,-76.9738644,MD,Maryland
2181,Middle River,1,0,39.3342745,-76.4394057,MD,Maryland
2182,Millersville,1,0,39.0595542,-76.6480219,MD,Maryland
2183,North East,1,0,39.6001132,-75.9413327,MD,Maryland
2184,Ocean City,1,0,38.40678,-75.0618486,MD,Maryland
2185,Odenton,1,0,39.0837774,-76.7000224,MD,Maryland
2186,Oxon Hill,2,0,38.8035961,-76.9896573,MD,Maryland
2187,Port Deposit,2,0,39.6048327,-76.1152289,MD,Maryland
2188,Prince Frederick,2,0,38.5403996,-76.5844017,MD,Maryland
2189,Prince George's County,3,0,38.803929,-76.8518695,MD,Maryland
2190,Princess Anne,2,0,38.2028993,-75.692427,MD,Maryland
2191,Queen Anne's County,1,0,39.0326935,-76.03965856,MD,Maryland
2192,Rawlings,1,0,39.5345348,-78.8833562,MD,Maryland
2193,Reservoir Hill,1,0,39.3137013,-76.633292,MD,Maryland
2194,Rockville,1,0,39.0840054,-77.1527573,MD,Maryland
2195,Rodgers Forge,1,0,39.38056195,-76.61214533,MD,Maryland
2196,Rosedale,2,0,39.3201074,-76.5155191,MD,Maryland
2197,Salisbury,7,0,38.3662114,-75.6008881,MD,Maryland
2198,Seat Pleasant,2,0,38.8962231,-76.9066399,MD,Maryland
2199,Severn,1,0,39.1370528,-76.6983022,MD,Maryland
2200,Silver Spring,1,0,39.00884145,-77.02054406,MD,Maryland
2201,Spauldings,1,0,38.8534461,-76.9066397,MD,Maryland
2202,St. Mary's County,1,0,38.20161245,-76.55905794,MD,Maryland
2203,Suitland,1,0,38.848724,-76.9238625,MD,Maryland
2204,Takoma Park,2,0,38.9778882,-77.0074765,MD,Maryland
2205,Taneytown,1,0,39.6578773,-77.1744279,MD,Maryland
2206,Temple Hills,2,0,38.8140024,-76.9455296,MD,Maryland
2207,Timonium,1,0,39.4368436,-76.6187044,MD,Maryland
2208,Towson,1,0,39.4018565,-76.6023686,MD,Maryland
2209,Upper Marlboro,1,0,38.8162654,-76.7518462,MD,Maryland
2210,Waldorf,1,1,38.63501915,-76.9063117,MD,Maryland
2211,West Baltimore,1,0,39.2933208,-76.6531881,MD,Maryland
2212,White Marsh,2,0,39.3837187,-76.4321837,MD,Maryland
2213,Windsor Mill,1,0,39.3328839,-76.7594179,MD,Maryland
2214,Elkton,0,1,39.6065545,-75.81580023,MD,Maryland
2215,Frederick County,0,1,39.4698212,-77.36798296,MD,Maryland
2216,Parkville,0,1,39.3773292,-76.5396875,MD,Maryland
2217,Apopka,4,0,28.741245,-81.53442927,FL,Florida
2218,Archer,1,0,29.5299677,-82.5189969,FL,Florida
2219,Belle Glade,3,0,26.67205525,-80.68250333,FL,Florida
2220,Big Pine Key,1,1,24.689235,-81.36884678,FL,Florida
2221,Boca Raton,5,2,26.3586885,-80.0830984,FL,Florida
2222,Bonita Springs,2,0,26.3617755,-81.7930307,FL,Florida
2223,Boynton Beach,6,1,26.5253491,-80.0664309,FL,Florida
2224,Bradenton,6,1,27.4989278,-82.5748194,FL,Florida
2225,Brandon,4,1,27.937801,-82.2859247,FL,Florida
2226,Brevard County,1,0,28.306727,-80.70061324,FL,Florida
2227,Brooksville,6,2,28.5552719,-82.3878709,FL,Florida
2228,Broward County,1,0,26.1457087,-80.4555171,FL,Florida
2229,Cape Coral,2,1,26.5628537,-81.9495331,FL,Florida
2230,Clearwater,4,1,27.9658533,-82.8001026,FL,Florida
2231,Cocoa,2,2,28.38212585,-80.76245271,FL,Florida
2232,Cocoa Beach,1,0,28.330172,-80.62624541,FL,Florida
2233,Coconut Grove,1,0,25.7398164,-80.2388468,FL,Florida
2234,Collier,1,0,26.1360651,-81.7306851,FL,Florida
2235,Columbia County,1,0,30.2116605,-82.62635067,FL,Florida
2236,Crestview,1,0,30.7621326,-86.5705084,FL,Florida
2237,Dade City,2,1,28.3647248,-82.1959178,FL,Florida
2238,Davenport,3,1,28.1614046,-81.6017417,FL,Florida
2239,Daytona Beach,4,0,29.2108147,-81.0228331,FL,Florida
2240,DeLand,1,0,29.0194825,-81.2941418,FL,Florida
2241,Deland,1,0,29.0194825,-81.2941418,FL,Florida
2242,Delray Beach,5,0,26.4614625,-80.0728201,FL,Florida
2243,Deltona,1,0,28.9005446,-81.2636738,FL,Florida
2244,Dorcas,1,0,30.7982425,-86.4157823,FL,Florida
2245,East Naples,1,0,26.1385453,-81.7665464,FL,Florida
2246,East Tampa,1,0,27.8644695,-82.3800931,FL,Florida
2247,Eatonville,1,0,28.6183331,-81.3859156,FL,Florida
2248,El Portal,1,0,25.8553739,-80.193103,FL,Florida
2249,Elfers,1,0,28.213023,-82.72327415,FL,Florida
2250,Escambia,1,0,30.5476304,-87.21598081,FL,Florida
2251,Escambia County,1,0,30.614269,-87.32605676,FL,Florida
2252,Fort Lauderdale,9,2,26.1223084,-80.1433786,FL,Florida
2253,Fort Myers,10,2,26.640628,-81.8723084,FL,Florida
2254,Fort Pierce,8,1,27.4288232,-80.34139261,FL,Florida
2255,Fort Walton Beach,2,0,30.4057552,-86.618842,FL,Florida
2256,Frostproof,1,0,27.7458626,-81.5306313,FL,Florida
2257,Gifford,1,0,27.672964,-80.41788872,FL,Florida
2258,Goldenrod,1,0,28.6102274,-81.2848946,FL,Florida
2259,Graceville,1,1,30.9568503,-85.5165993,FL,Florida
2260,Haines,1,0,28.1120191,-81.63119461,FL,Florida
2261,Hallandale Beach,3,1,25.9856462,-80.14000179,FL,Florida
2262,Hialeah,9,5,25.8670105,-80.29146268,FL,Florida
2263,High Springs,2,0,29.8269064,-82.5967832,FL,Florida
2264,Hillsborough,1,0,27.9442248,-82.44468392,FL,Florida
2265,Holiday,1,0,28.18776335,-82.74159177,FL,Florida
2266,Hollywood,13,0,26.04042985,-80.18416508,FL,Florida
2267,Homosassa,1,1,28.7824245,-82.6065264,FL,Florida
2268,Hudson,1,0,28.358244,-82.6920044,FL,Florida
2269,Immokalee,3,1,26.4201555,-81.42224019,FL,Florida
2270,Indialantic,1,0,28.0894599,-80.5656079,FL,Florida
2271,Interlachen,1,0,29.6238574,-81.8903684,FL,Florida
2272,Islamorada,1,0,24.9242995,-80.6278404,FL,Florida
2273,Jasper,5,1,30.5182727,-82.94819,FL,Florida
2274,Jupiter,1,1,26.9248374,-80.08707374,FL,Florida
2275,Kenneth City,1,0,27.8155812,-82.7201004,FL,Florida
2276,Key West,1,0,24.5801765,-81.7468702,FL,Florida
2277,Kissimmee,3,0,28.2920249,-81.4078013,FL,Florida
2278,Lake Butler,4,0,30.0227391,-82.3395574,FL,Florida
2279,Lake Helen,1,0,28.9808195,-81.2333937,FL,Florida
2280,Lake Nona,1,0,28.3927142,-81.2664155,FL,Florida
2281,Lake Park,1,0,26.8002153,-80.0661631,FL,Florida
2282,Lake Wales,1,1,27.9014133,-81.5859099,FL,Florida
2283,Lake Worth,6,1,26.62014255,-80.06294146,FL,Florida
2284,Lakeland,7,1,28.0394654,-81.9498042,FL,Florida
2285,Lantana,1,0,26.58295435,-80.05594064,FL,Florida
2286,Lauderdale Lakes,6,0,26.16839695,-80.20472221,FL,Florida
2287,Lauderhill,1,2,26.1403635,-80.2133808,FL,Florida
2288,Lealman,1,1,27.8211366,-82.6792661,FL,Florida
2289,Leesburg,2,0,28.7891025,-81.87269846,FL,Florida
2290,Lehigh Acres,3,2,26.6042355,-81.65823732,FL,Florida
2291,Levy County,1,0,29.2529515,-82.81995809,FL,Florida
2292,Liberty City,1,1,25.8317637,-80.2167149,FL,Florida
2293,Longwood,1,0,28.7007349,-81.34939781,FL,Florida
2294,Lynn Haven,1,0,30.2454776,-85.648261,FL,Florida
2295,Margate,1,1,26.2424556,-80.21414141,FL,Florida
2296,Marion County,1,1,29.240728,-82.02275745,FL,Florida
2297,Mayport,1,0,30.3932957,-81.4306424,FL,Florida
2298,Melbourne,8,1,28.0836269,-80.6081089,FL,Florida
2299,Merritt Island,1,0,28.2714905,-80.66497697,FL,Florida
2300,Miami,56,9,25.7742658,-80.1936589,FL,Florida
2301,Miami Beach,2,0,25.7881436,-80.1272705,FL,Florida
2302,Miami Gardens,14,2,25.9420978,-80.23975396,FL,Florida
2303,Miami-Dade,16,1,25.7742658,-80.1936589,FL,Florida
2304,Miami-Dade County,2,1,25.7889689,-80.2264393,FL,Florida
2305,Miramar,1,1,25.97592075,-80.33472174,FL,Florida
2306,Mount Dora,1,0,28.8188085,-81.67568442,FL,Florida
2307,Naples,3,0,26.1420358,-81.7948103,FL,Florida
2308,Navarre,1,0,30.4015879,-86.863571,FL,Florida
2309,New Port Richey,1,0,28.247111,-82.71702408,FL,Florida
2310,Newberry,1,0,29.6463535,-82.6065023,FL,Florida
2311,North Fort Myers,1,0,26.71128665,-81.81290581,FL,Florida
2312,North Lauderdale,1,0,26.217305,-80.2258811,FL,Florida
2313,North Port,1,0,27.044224,-82.2359254,FL,Florida
2314,Oakland Park,3,0,26.1802357,-80.15141411,FL,Florida
2315,Ocala,13,3,29.1700175,-82.13916387,FL,Florida
2316,Ocklawaha,1,0,29.0427592,-81.9292505,FL,Florida
2317,Opa-Locka,5,0,25.89695285,-80.25950901,FL,Florida
2318,Opa-locka,1,0,25.8969431,-80.25950845,FL,Florida
2319,Opa-locka ,1,0,25.8969431,-80.25950845,FL,Florida
2320,Orange City,3,1,28.9488761,-81.2986741,FL,Florida
2321,Orange County,15,3,28.51,-81.32,FL,Florida
2322,Orange Park,1,2,30.1660736,-81.706484,FL,Florida
2323,Orlando,27,6,28.5421175,-81.3790462,FL,Florida
2324,Overtown,1,0,25.7809311,-80.1963077,FL,Florida
2325,Pahokee,1,1,26.8200607,-80.6653351,FL,Florida
2326,Palatka,1,0,29.6487882,-81.6372111,FL,Florida
2327,Palm Bay,3,1,28.0331886,-80.6429695,FL,Florida
2328,Palm Beach,6,0,26.7056206,-80.0364297,FL,Florida
2329,Palm Beach County,3,0,26.64580255,-80.43360625,FL,Florida
2330,Palm Coast,3,1,29.5541432,-81.2207673,FL,Florida
2331,Palmetto Bay,1,0,25.6220425,-80.32099604,FL,Florida
2332,Panama City,3,3,30.1600827,-85.6545729,FL,Florida
2333,Panama City Beach,3,0,30.1765914,-85.8054879,FL,Florida
2334,Pasco County,1,0,28.32438455,-82.42531339,FL,Florida
2335,Pembroke Pines,2,1,26.0236064,-80.34125362,FL,Florida
2336,Pensacola,6,2,30.421309,-87.2169149,FL,Florida
2337,Pensacola Beach,1,0,30.3335333,-87.1374676,FL,Florida
2338,Pine Hills,6,0,28.5829077,-81.46182937,FL,Florida
2339,Pine Manor,1,0,26.5739705,-81.87811021,FL,Florida
2340,Pinellas Park,2,0,27.86002,-82.70438845,FL,Florida
2341,Plantation,1,0,27.0643665,-82.36830711,FL,Florida
2342,Plymouth,1,0,28.6922188,-81.547295,FL,Florida
2343,Poinciana,1,0,28.1402939,-81.4584058,FL,Florida
2344,Pompano Beach,6,0,26.2378597,-80.1247667,FL,Florida
2345,Port Charlotte,2,0,26.9824735,-82.10688537,FL,Florida
2346,Port Orange,1,0,29.101177,-81.01054671,FL,Florida
2347,Port Richey,1,0,28.2716755,-82.7195451,FL,Florida
2348,Port St. Lucie,1,0,27.2939333,-80.3503283,FL,Florida
2349,Putnam County,1,0,29.582303,-81.7891202,FL,Florida
2350,Reddick,1,0,29.3666393,-82.1973184,FL,Florida
2351,Riverview,3,2,27.871197,-82.3269883,FL,Florida
2352,Riviera Beach,6,2,26.78912185,-80.06076403,FL,Florida
2353,Riviera Beach ,1,0,26.7885659,-80.06077792,FL,Florida
2354,Rosewood,1,0,29.2391314,-82.9320641,FL,Florida
2355,Sanford,13,0,28.8117179,-81.2680328,FL,Florida
2356,Sarasota,2,3,27.3364347,-82.5306527,FL,Florida
2357,Sebastian,1,0,27.816415,-80.4706078,FL,Florida
2358,South Daytona,1,0,29.1672435,-81.00575273,FL,Florida
2359,South Miami,1,0,25.707688,-80.29562918,FL,Florida
2360,South Pasadena,1,0,27.7550276,-82.7376009,FL,Florida
2361,Spring Hill,6,0,28.4837566,-82.53378877,FL,Florida
2362,St Petersburg,11,0,27.7708606,-82.6792661,FL,Florida
2363,St. Augustine,1,0,29.894691,-81.314517,FL,Florida
2364,St. Cloud,2,0,28.2498534,-81.2839038,FL,Florida
2365,St. Petersburg,9,1,27.7708606,-82.6792661,FL,Florida
2366,Stonecrest,1,1,27.976115,-81.929911,FL,Florida
2367,Sulphur Springs,1,0,28.0252965,-82.4509276,FL,Florida
2368,Summerfield,1,1,29.0085924,-82.0348092,FL,Florida
2369,Sunrise,1,0,26.1477307,-80.32918199,FL,Florida
2370,Suwannee County,2,0,30.1625336,-83.01330963,FL,Florida
2371,Taft,2,1,28.42850805,-81.36655106,FL,Florida
2372,Tallahassee,6,2,30.4380832,-84.2809332,FL,Florida
2373,Tampa,23,9,27.9477595,-82.458444,FL,Florida
2374,Tarpon Springs,1,0,28.1480275,-82.77728239,FL,Florida
2375,Tequesta,1,1,26.96085215,-80.08919263,FL,Florida
2376,Titusville,2,0,28.6122187,-80.8075538,FL,Florida
2377,Town 'n Country,1,1,28.0105745,-82.5773193,FL,Florida
2378,Valrico,1,0,27.9487495,-82.23619951,FL,Florida
2379,Vero Beach,2,0,27.6387163,-80.3975399,FL,Florida
2380,Volusia County,2,0,29.0279842,-81.0754657,FL,Florida
2381,Walnut Hill,1,0,30.8854631,-87.5099827,FL,Florida
2382,Warrington,1,0,30.383306,-87.29766672,FL,Florida
2383,Washington County,4,0,30.6101045,-85.67223154,FL,Florida
2384,Wesley Chapel,1,0,28.18651455,-82.36638669,FL,Florida
2385,West Palm Beach,15,2,26.7153425,-80.0533746,FL,Florida
2386,West Park,1,0,25.9786264,-80.18284703,FL,Florida
2387,Westchase,1,0,28.0620403,-82.61243877,FL,Florida
2388,Wildwood,1,1,28.865264,-82.0389743,FL,Florida
2389,Winter Garden,3,0,28.550287,-81.59259764,FL,Florida
2390,Winter Garden ,1,0,28.550287,-81.59259764,FL,Florida
2391,Winter Park,1,0,28.600154,-81.34275672,FL,Florida
2392,Ybor City,1,0,27.9600475,-82.4411596,FL,Florida
2393,Broward,0,1,26.0572981,-80.2074402,FL,Florida
2394,Cooper City,0,1,26.04722445,-80.27391179,FL,Florida
2395,Dania Beach,0,1,26.05083015,-80.14612476,FL,Florida
2396,Duette,0,1,27.5903135,-82.122866,FL,Florida
2397,Floral City,0,1,28.7207785,-82.30805829,FL,Florida
2398,Fort Lauderdale ,0,1,26.1223084,-80.1433786,FL,Florida
2399,North Miami Beach,0,1,25.9288015,-80.15281205,FL,Florida
2400,Pembroke Park,0,1,25.98453385,-80.17639416,FL,Florida
2401,Royal Palm Beach,0,1,26.70094605,-80.22341995,FL,Florida
2402,Tamarac,0,2,26.20468505,-80.27106121,FL,Florida
2403,Winter Haven,0,1,28.0222435,-81.7328568,FL,Florida
2404,Appleton,2,0,44.2611337,-88.4067604,WI,Wisconsin
2405,Beloit,3,0,42.5083272,-89.031784,WI,Wisconsin
2406,Big Flats,1,0,44.1118573,-89.8078819,WI,Wisconsin
2407,Dodgeville,1,0,42.9602743,-90.1301237,WI,Wisconsin
2408,Elkhorn,1,0,42.6727927,-88.5445447,WI,Wisconsin
2409,Fond du Lac,1,0,43.777669,-88.446951,WI,Wisconsin
2410,Gordon,1,0,46.2468856,-91.7985218,WI,Wisconsin
2411,Grand Chute,1,0,44.2659713,-88.4831357,WI,Wisconsin
2412,Green Bay,2,0,44.5299412,-88.0248317,WI,Wisconsin
2413,Hamburg,1,0,45.0905228,-89.8851301,WI,Wisconsin
2414,Howard,1,0,44.5433355,-88.0880173,WI,Wisconsin
2415,Janesville,1,0,42.7151854,-88.9907743,WI,Wisconsin
2416,Juneau Co,1,0,43.9452035,-90.13100366,WI,Wisconsin
2417,Kenosha,2,1,42.5846773,-87.8212263,WI,Wisconsin
2418,MIlwaukee,1,0,43.0349931,-87.922497,WI,Wisconsin
2419,Madison,8,3,43.074761,-89.3837613,WI,Wisconsin
2420,Manitowoc,1,0,44.0886059,-87.6575841,WI,Wisconsin
2421,Milwaukee,91,13,43.0349931,-87.922497,WI,Wisconsin
2422,Neenah,1,0,44.1858193,-88.462609,WI,Wisconsin
2423,Neillsville,1,0,44.559962,-90.5962498,WI,Wisconsin
2424,Newbold,1,0,45.6980101,-89.5101368,WI,Wisconsin
2425,Oneida,1,0,45.6879163,-89.4779558,WI,Wisconsin
2426,Oregon,1,1,42.9259657,-89.3842779,WI,Wisconsin
2427,Oshkosh,1,1,44.0177132,-88.5389798,WI,Wisconsin
2428,Pensaukee,1,0,44.823047,-87.9131587,WI,Wisconsin
2429,Portage,1,1,44.4604931,-89.5108818,WI,Wisconsin
2430,Pound,2,0,45.0941494,-88.0339927,WI,Wisconsin
2431,Racine,2,1,42.7261309,-87.7828523,WI,Wisconsin
2432,Sheboygan,2,0,43.7508284,-87.71453,WI,Wisconsin
2433,Sparta,2,0,43.9441328,-90.8129118,WI,Wisconsin
2434,Sugar Creek,1,0,42.723047,-88.469036,WI,Wisconsin
2435,Town of Menasha,1,0,44.2227678,-88.4913744,WI,Wisconsin
2436,Waukesha County,1,0,43.0622536,-88.3123889,WI,Wisconsin
2437,Waupun,1,0,43.6333219,-88.7295519,WI,Wisconsin
